details,details_assist1PlayerId,details_assist1PlayerTotal,details_assist2PlayerId,details_assist2PlayerTotal,details_awaySOG,details_awayScore,details_blockingPlayerId,details_committedByPlayerId,details_descKey,details_discreteClip,details_discreteClipFr,details_drawnByPlayerId,details_duration,details_eventOwnerTeamId,details_goalieInNetId,details_highlightClip,details_highlightClipFr,details_highlightClipSharingUrl,details_highlightClipSharingUrlFr,details_hitteePlayerId,details_hittingPlayerId,details_homeSOG,details_homeScore,details_losingPlayerId,details_playerId,details_reason,details_scoringPlayerId,details_scoringPlayerTotal,details_secondaryReason,details_shootingPlayerId,details_shotType,details_typeCode,details_winningPlayerId,details_xCoord,details_yCoord,details_zoneCode,eventId,homeTeamDefendingSide,periodDescriptor,periodDescriptor_maxRegulationPeriods,periodDescriptor_number,periodDescriptor_otPeriods,periodDescriptor_periodType,pptReplayUrl,situationCode,sortOrder,timeInPeriod,timeRemaining,typeCode,typeDescKey
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8476889,69,22,O,1193,right,,3,3,,REG,,1551,842,12:43,07:17,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8480281,8477938,,,,,,,,,,,,,78,-38,D,1203,right,,3,3,,REG,,1551,843,12:57,07:03,503,hit
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8478398,slap,,,-45,35,O,1200,right,,3,3,,REG,,1551,846,13:24,06:36,507,missed-shot
,,,,,,,8475753,,,,,,,52,,,,,,,,,,,,blocked,,,,8480049,,,,-84,-8,D,1201,right,,3,3,,REG,,1551,847,13:27,06:33,508,blocked-shot
,,,,,,,8475753,,,,,,,52,,,,,,,,,,,,blocked,,,,8480049,,,,-74,0,D,1202,right,,3,3,,REG,,1551,848,13:34,06:26,508,blocked-shot
,,,,,17,,,,,,,,,52,8476412,,,,,,,20,,,,,,,,8475799,wrist,,,-65,-32,O,1209,right,,3,3,,REG,,1551,855,13:50,06:10,506,shot-on-goal
,,,,,,,8478472,,,,,,,52,,,,,,,,,,,,blocked,,,,8476331,,,,-84,15,D,1211,right,,3,3,,REG,,1551,856,13:54,06:06,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,,,,,,8480014,,,,,,,,,-98,0,O,1222,right,,3,3,,REG,,1551,857,13:58,06:02,504,giveaway
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,high-and-wide-left,,,,8470600,wrist,,,40,25,O,1212,right,,3,3,,REG,,1551,858,14:12,05:48,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8480014,8475181,,,,,,,,,,,,,-6,-39,N,1225,right,,3,3,,REG,,1551,864,14:25,05:35,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,654,right,,3,3,,REG,,1551,867,14:30,05:30,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8480023,-69,-22,D,1218,right,,3,3,,REG,,1551,869,14:30,05:30,502,faceoff
,,,,,,,,,,,,,,19,,,,,,,,,,,8477402,,,,,,,,,-60,42,D,1235,right,,3,3,,REG,,1551,870,14:34,05:26,504,giveaway
,,,,,,,,,,,,,,19,,,,,,,,,,,8470600,,,,,,,,,-93,32,D,1239,right,,3,3,,REG,,1551,871,14:38,05:22,504,giveaway
,,,,,17,,,,,,,,,52,8476412,,,,,,,21,,,,,,,,8480145,wrist,,,-40,39,O,1224,right,,3,3,,REG,,1551,872,14:38,05:22,506,shot-on-goal
,,,,,,,8475170,,,,,,,52,,,,,,,,,,,,blocked,,,,8482149,,,,-68,-31,D,1231,right,,3,3,,REG,,1551,879,15:05,04:55,508,blocked-shot
,,,,,17,,,,,,,,,52,8476412,,,,,,,22,,,,,,,,8477940,wrist,,,-70,-7,O,1233,right,,3,3,,REG,,1551,880,15:07,04:53,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,8478472,8476331,,,,,,,,,,,,,10,39,N,1244,right,,3,3,,REG,,1551,881,15:13,04:47,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,655,right,,3,3,,REG,,1551,887,15:50,04:10,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476889,,,,,,,,,8476392,-69,-22,O,1241,right,,3,3,,REG,,1551,889,15:50,04:10,502,faceoff
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,above-crossbar,,,,8477402,wrist,,,77,-8,O,1251,right,,3,3,,REG,,1551,896,16:09,03:51,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8476892,8477938,,,,,,,,,,,,,86,-33,D,1263,right,,3,3,,REG,,1551,897,16:19,03:41,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,home-timeout,,,,,,,,656,right,,3,3,,REG,,1551,904,16:46,03:14,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480014,,,,,,,,,8480023,-69,22,D,1259,right,,3,3,,REG,,1560,906,16:46,03:14,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8478472,8480145,,,,,,,,,,,,,-16,-41,N,1276,right,,3,3,,REG,,1560,907,16:53,03:07,503,hit
,,,,,,,8476892,,,,,,,52,,,,,,,,,,,,blocked,,,,8477940,,,,-56,-33,D,1266,right,,3,3,,REG,,1560,908,17:02,02:58,508,blocked-shot
,,,,,,,,,,,,,,19,,,,,,,,,,,,wide-left,,,,8480023,wrist,,,-3,-40,N,308,right,,3,3,,REG,,1560,909,17:08,02:52,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8480023,8480145,,,,,,,,,,,,,3,-40,N,1280,right,,3,3,,REG,,1560,910,17:08,02:52,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,657,right,,3,3,,REG,,1560,917,17:32,02:28,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476897,,,,,,,,,8476392,-69,-22,O,1273,right,,3,3,,REG,,1560,919,17:32,02:28,502,faceoff
,,,,,17,,,,,,,,,52,8476412,,,,,,,23,,,,,,,,8476392,tip-in,,,-78,-5,O,1277,right,,3,3,,REG,,1560,920,17:42,02:18,506,shot-on-goal
,,,,,,,8470600,,,,,,,52,,,,,,,,,,,,blocked,,,,8476480,,,,-81,11,D,1279,right,,3,3,,REG,,1560,921,17:53,02:07,508,blocked-shot
,,,,,,,8475753,,,,,,,52,,,,,,,,,,,,blocked,,,,8480113,,,,-86,-5,D,554,right,,3,3,,REG,,1560,922,17:54,02:06,508,blocked-shot
,8480145,3,8480049,3,,3,,,,6372350244112,6372350925112,,,52,8476412,6372349563112,6372349759112,https://nhl.com/video/stl-wpg-namestnikov-scores-goal-against-jordan-binnington-6372349563112,https://nhl.com/fr/video/stl-wpg-namestnikov-marque-un-but-contre-jordan-binnington-6372349759112,,,,2,,,,8476480,2,,,wrist,,,-72,28,O,1281,right,,3,3,,REG,https://wsr.nhle.com/sprites/20242025/2024030157/ev1281.json,1560,923,18:04,01:56,505,goal
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8480014,0,0,N,1282,right,,3,3,,REG,,1551,926,18:04,01:56,502,faceoff
,,,,,17,,,,,,,,,52,8476412,,,,,,,24,,,,,,,,8482149,wrist,,,-84,5,O,1292,right,,3,3,,REG,,1560,932,18:50,01:10,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,video-review,,,,,,,,658,right,,3,3,,REG,,1560,933,18:54,01:06,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8475170,,,,,,,,,8480014,-69,22,O,1293,right,,3,3,,REG,,1560,936,18:54,01:06,502,faceoff
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,659,right,,3,3,,REG,,1560,937,19:06,00:54,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480014,,,,,,,,,8475170,-69,22,D,1297,right,,3,3,,REG,,1560,938,19:06,00:54,502,faceoff
,,,,,,,,,,,,,,19,,,,,,,,,,,,above-crossbar,,,,8477402,snap,,,-53,5,D,902,right,,3,3,,REG,,1560,939,19:10,00:50,507,missed-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,660,right,,3,3,,REG,,1560,940,19:13,00:47,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,-69,-22,D,1299,right,,3,3,,REG,,1560,941,19:13,00:47,502,faceoff
,,,,,17,,,,,,,,,52,8476412,,,,,,,25,,,,,,,,8478398,wrist,,,-45,-21,O,1301,right,,3,3,,REG,,1560,942,19:24,00:36,506,shot-on-goal
,,,,,,,,,,,,,,19,,,,,,,,,,,8475753,,,,,,,,,-92,30,O,1310,right,,3,3,,REG,,1560,944,19:39,00:21,504,giveaway
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8477940,wrist,,,-45,-41,O,1303,right,,3,3,,REG,,1560,945,19:42,00:18,507,missed-shot
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8477940,slap,,,-45,-38,O,555,right,,3,3,,REG,,1560,946,19:53,00:07,507,missed-shot
,8478398,7,8477940,1,,3,,,,6372350637112,6372351620112,,,52,8476412,6372349668112,6372349766112,https://nhl.com/video/stl-wpg-perfetti-scores-goal-against-jordan-binnington-6372349668112,https://nhl.com/fr/video/stl-wpg-perfetti-marque-un-but-contre-jordan-binnington-6372349766112,,,,3,,,,8482149,3,,,tip-in,,,-79,1,O,1304,right,,3,3,,REG,https://wsr.nhle.com/sprites/20242025/2024030157/ev1304.json,1560,947,19:57,00:03,505,goal
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8476889,0,0,N,1305,right,,3,3,,REG,,1551,950,19:57,00:03,502,faceoff
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,right,,3,3,,REG,,1551,951,20:00,00:00,521,period-end
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,left,,3,4,,OT,,1551,958,00:00,20:00,520,period-start
,,,,,,,,,,,,,,52,,,,,,,,,,8476889,,,,,,,,,8480289,0,0,N,1313,left,,3,4,,OT,,1551,959,00:00,20:00,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8475753,8475799,,,,,,,,,,,,,88,36,O,1327,left,,3,4,,OT,,1551,960,00:18,19:42,503,hit
,,,,,17,,,,,,,,,52,8476412,,,,,,,26,,,,,,,,8480289,wrist,,,51,10,O,1315,left,,3,4,,OT,,1551,961,00:29,19:31,506,shot-on-goal
,,,,,,,,,,,,,,19,,,,,,,,,,,8475753,,,,,,,,,77,27,D,1340,left,,3,4,,OT,,1551,963,00:32,19:28,504,giveaway
,,,,,17,,,,,,,,,52,8476412,,,,,,,27,,,,,,,,8478398,wrist,,,55,33,O,1325,left,,3,4,,OT,,1551,972,00:49,19:11,506,shot-on-goal
,,,,,,,8480023,,,,,,,52,,,,,,,,,,,,blocked,,,,8480049,,,,45,21,D,1326,left,,3,4,,OT,,1551,973,01:05,18:55,508,blocked-shot
,,,,,17,,,,,,,,,52,8476412,,,,,,,28,,,,,,,,8480049,wrist,,,63,41,O,1328,left,,3,4,,OT,,1551,974,01:11,18:49,506,shot-on-goal
,,,,,,,,,,,,,,19,,,,,,,,,,,8480023,,,,,,,,,-98,8,O,1350,left,,3,4,,OT,,1551,976,01:26,18:34,504,giveaway
,,,,,17,,,,,,,,,52,8476412,,,,,,,29,,,,,,,,8480145,wrist,,,-7,-40,N,1334,left,,3,4,,OT,,1551,981,01:33,18:27,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,8483516,8477940,,,,,,,,,,,,,11,-26,N,1357,left,,3,4,,OT,,1551,985,01:55,18:05,503,hit
,,,,,,,8474568,,,,,,,19,,,,,,,,,,,,blocked,,,,8482737,,,,-55,-24,D,1347,left,,3,4,,OT,,1551,994,02:16,17:44,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,8476897,8479293,,,,,,,,,,,,,-69,40,D,1359,left,,3,4,,OT,,1551,995,02:19,17:41,503,hit
,,,,,17,,,,,,,,,52,8476412,,,,,,,30,,,,,,,,8476480,wrist,,,26,31,O,1351,left,,3,4,,OT,,1551,996,02:24,17:36,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,666,left,,3,4,,OT,,1551,998,02:27,17:33,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476392,69,22,O,1352,left,,3,4,,OT,,1551,1001,02:27,17:33,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8480049,8476897,,,,,,,,,,,,,-92,31,N,1369,left,,3,4,,OT,,1551,1002,02:41,17:19,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,667,left,,3,4,,OT,,1551,1010,03:11,16:49,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8475170,,,,,,,,,8480289,-69,-22,D,1366,left,,3,4,,OT,,1551,1012,03:11,16:49,502,faceoff
,,,,,,,8480145,,,,,,,19,,,,,,,,,,,,blocked,,,,8475764,,,,-74,-6,D,1371,left,,3,4,,OT,,1551,1013,03:16,16:44,508,blocked-shot
,,,,,,,8480145,,,,,,,19,,,,,,,,,,,,blocked,,,,8476892,,,,-85,5,D,1372,left,,3,4,,OT,,1551,1014,03:27,16:33,508,blocked-shot
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,hit-left-post,,,,8477573,wrist,,,-74,-4,O,1381,left,,3,4,,OT,,1551,1023,03:54,16:06,507,missed-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,668,left,,3,4,,OT,,1551,1024,04:04,15:56,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476889,,,,,,,,,8480289,-69,-22,D,1383,left,,3,4,,OT,,1551,1025,04:04,15:56,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8481598,8477940,,,,,,,,,,,,,96,0,O,1399,left,,3,4,,OT,,1551,1029,04:14,15:46,503,hit
,,,,,,,8480145,,,,,,,19,,,,,,,,,,,,blocked,,,,8477402,,,,-69,-15,D,1393,left,,3,4,,OT,,1551,1035,04:47,15:13,508,blocked-shot
,,,,,18,,,,,,,,,19,8476945,,,,,,,30,,,,,,,,8479385,slap,,,-58,21,O,1394,left,,3,4,,OT,,1551,1036,04:56,15:04,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,669,left,,3,4,,OT,,1551,1037,04:58,15:02,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476897,,,,,,,,,8476392,-69,22,D,1395,left,,3,4,,OT,,1551,1040,04:58,15:02,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8476331,8478472,,,,,,,,,,,,,-82,-36,N,1406,left,,3,4,,OT,,1551,1041,05:03,14:57,503,hit
,,,,,19,,,,,,,,,19,8476945,,,,,,,30,,,,,,,,8475764,wrist,,,-52,-35,O,1400,left,,3,4,,OT,,1551,1042,05:08,14:52,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,670,left,,3,4,,OT,,1551,1043,05:17,14:43,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,-69,22,O,1401,left,,3,4,,OT,,1551,1045,05:17,14:43,502,faceoff
,,,,,,,,,,,,,,19,,,,,,,,,,,8477402,,,,,,,,,-47,37,O,1417,left,,3,4,,OT,,1551,1046,05:21,14:39,504,giveaway
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,671,left,,3,4,,OT,,1551,1049,05:36,14:24,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476480,69,22,O,1407,left,,3,4,,OT,,1551,1051,05:36,14:24,502,faceoff
,,,,,19,,,,,,,,,52,8476412,,,,,,,31,,,,,,,,8477940,wrist,,,67,40,O,1410,left,,3,4,,OT,,1551,1052,05:38,14:22,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,672,left,,3,4,,OT,,1551,1053,05:40,14:20,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8476897,69,22,D,1411,left,,3,4,,OT,,1551,1055,05:40,14:20,502,faceoff
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,673,left,,3,4,,OT,,1551,1057,05:59,14:01,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8475170,-69,-22,O,1415,left,,3,4,,OT,,1551,1058,05:59,14:01,502,faceoff
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8483516,backhand,,,-61,9,O,1418,left,,3,4,,OT,,1551,1059,06:02,13:58,507,missed-shot
,,,,,,,,8475170,delaying-game-puck-over-glass,,,,2,19,,,,,,,,,,,,,,,,,,MIN,,62,-40,D,1425,left,,3,4,,OT,,1551,1062,06:20,13:40,509,penalty
,,,,,,,,,,,,,,19,,,,,,,,,,8480014,,,,,,,,,8476889,69,-22,D,1421,left,,3,4,,OT,,1451,1066,06:20,13:40,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8480014,8470600,,,,,,,,,,,,,67,-40,N,1448,left,,3,4,,OT,,1451,1074,07:23,12:37,503,hit
,,,,,,,,,,,,,,52,,,,,,,,,,,8482149,,,,,,,,,83,-22,O,1446,left,,3,4,,OT,,1451,1075,07:32,12:28,504,giveaway
,,,,,19,,,,,,,,,52,8476412,,,,,,,32,,,,,,,,8475799,tip-in,,,76,-3,O,1443,left,,3,4,,OT,,1451,1083,07:53,12:07,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,674,left,,3,4,,OT,,1451,1084,07:55,12:05,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8476889,69,-22,D,1444,left,,3,4,,OT,,1451,1086,07:55,12:05,502,faceoff
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8476892,wrist,,,31,17,D,310,left,,3,4,,OT,,1451,1087,08:00,12:00,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8478891,8470600,,,,,,,,,,,,,96,-26,N,1511,left,,3,4,,OT,,1451,1089,08:13,11:47,503,hit
,,,,,,,8476892,,,,,,,52,,,,,,,,,,,,blocked,,,,8476480,,,,80,7,D,1501,left,,3,4,,OT,,1551,1091,08:20,11:40,508,blocked-shot
,,,,,,,8470600,,,,,,,52,,,,,,,,,,,,blocked,,,,8476480,,,,77,28,D,1502,left,,3,4,,OT,,1551,1092,08:22,11:38,508,blocked-shot
,,,,,,,8476331,,,,,,,19,,,,,,,,,,,,blocked,,,,8480281,,,,-65,-19,D,1504,left,,3,4,,OT,,1551,1096,08:29,11:31,508,blocked-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,,,,,,,,,675,left,,3,4,,OT,,1551,1097,08:31,11:29,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8475170,-69,-22,O,1505,left,,3,4,,OT,,1551,1100,08:31,11:29,502,faceoff
,,,,,19,,,,,,,,,52,8476412,,,,,,,33,,,,,,,,8479293,wrist,,,64,36,O,1512,left,,3,4,,OT,,1551,1101,08:50,11:10,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,676,left,,3,4,,OT,,1551,1102,08:52,11:08,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476392,69,22,O,1513,left,,3,4,,OT,,1551,1105,08:52,11:08,502,faceoff
,,,,,,,,,,,,,,52,,,,,,,,,,,8480049,,,,,,,,,32,1,O,1523,left,,3,4,,OT,,1551,1106,08:57,11:03,504,giveaway
,,,,,20,,,,,,,,,19,8476945,,,,,,,33,,,,,,,,8476892,wrist,,,-59,9,O,1517,left,,3,4,,OT,,1551,1107,09:04,10:56,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,677,left,,3,4,,OT,,1551,1109,09:05,10:55,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8480023,-69,22,O,1518,left,,3,4,,OT,,1551,1112,09:05,10:55,502,faceoff
,,,,,,,,,,,,,,19,,,,,,,,,,,8475753,,,,,,,,,82,-36,D,1533,left,,3,4,,OT,,1551,1115,09:37,10:23,504,giveaway
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8475799,tip-in,,,55,-10,O,1527,left,,3,4,,OT,,1551,1116,09:37,10:23,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8481598,8475799,,,,,,,,,,,,,89,32,O,1531,left,,3,4,,OT,,1551,1117,09:40,10:20,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8481598,,,,,,,,,89,32,D,1534,left,,3,4,,OT,,1551,1118,09:41,10:19,504,giveaway
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,ice-scrape,,,,,,,,678,left,,3,4,,OT,,1551,1120,10:03,09:57,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8476889,69,-22,D,1528,left,,3,4,,OT,,1551,1123,10:03,09:57,502,faceoff
,,,,,,,,,,,,,,52,,,,,,,,,,,8482149,,,,,,,,,69,-42,O,1539,left,,3,4,,OT,,1551,1124,10:18,09:42,504,giveaway
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-benches,,,,,,,,,,,679,left,,3,4,,OT,,1551,1125,10:27,09:33,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,-20,22,N,1535,left,,3,4,,OT,,1551,1128,10:27,09:33,502,faceoff
,,,,,20,,,,,,,,,52,8476412,,,,,,,34,,,,,,,,8478398,wrist,,,74,-23,O,1540,left,,3,4,,OT,,1551,1129,11:03,08:57,506,shot-on-goal
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8476331,wrist,,,28,-10,O,1541,left,,3,4,,OT,,1551,1130,11:14,08:46,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,,,,,,8479385,,,,,,,,,-85,17,O,1554,left,,3,4,,OT,,1551,1134,11:29,08:31,504,giveaway
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8481598,wrist,,,-76,-27,O,1548,left,,3,4,,OT,,1551,1139,11:39,08:21,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8475799,8483516,,,,,,,,,,,,,-70,42,N,1559,left,,3,4,,OT,,1551,1140,11:43,08:17,503,hit
,,,,,,,,,,,,,,52,,,,,,8482089,8474568,,,,,,,,,,,,,-96,-6,D,1561,left,,3,4,,OT,,1551,1145,12:09,07:51,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,,,,,,,,,680,left,,3,4,,OT,,1551,1147,12:24,07:36,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476897,,,,,,,,,8476952,0,0,N,1556,left,,3,4,,OT,,1551,1150,12:24,07:36,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8475764,8479293,,,,,,,,,,,,,82,-35,O,1565,left,,3,4,,OT,,1551,1151,12:31,07:29,503,hit
,,,,,,,,,,,,,,52,,,,,,8475764,8478891,,,,,,,,,,,,,73,41,O,1568,left,,3,4,,OT,,1551,1152,12:36,07:24,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,681,left,,3,4,,OT,,1551,1153,12:40,07:20,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8476897,69,22,D,1562,left,,3,4,,OT,,1551,1155,12:40,07:20,502,faceoff
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,682,left,,3,4,,OT,,1551,1156,12:47,07:13,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476897,,,,,,,,,8476480,69,22,O,1566,left,,3,4,,OT,,1551,1157,12:47,07:13,502,faceoff
,,,,,,,8478472,,,,,,,52,,,,,,,,,,,,blocked,,,,8480145,,,,58,-22,D,1570,left,,3,4,,OT,,1551,1158,12:51,07:09,508,blocked-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,skater-puck-frozen,,,,,,,,,,,683,left,,3,4,,OT,,1551,1159,12:55,07:05,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480014,,,,,,,,,8476889,69,-22,D,1569,left,,3,4,,OT,,1551,1162,12:55,07:05,502,faceoff
,,,,,,,8475799,,,,,,,19,,,,,,,,,,,,blocked,,,,8475753,,,,-69,35,D,1574,left,,3,4,,OT,,1551,1163,13:07,06:53,508,blocked-shot
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-right,,,,8477573,wrist,,,-75,-11,O,311,left,,3,4,,OT,,1551,1166,13:30,06:30,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8470600,8476392,,,,,,,,,,,,,96,26,O,1594,left,,3,4,,OT,,1551,1178,14:14,05:46,503,hit
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,above-crossbar,,,,8482149,wrist,,,69,12,O,1588,left,,3,4,,OT,,1551,1179,14:20,05:40,507,missed-shot
,,,,,20,,,,,,,,,52,8476412,,,,,,,35,,,,,,,,8477940,wrist,,,73,1,O,1595,left,,3,4,,OT,,1551,1185,14:56,05:04,506,shot-on-goal
,,,,,,,8482149,,,,,,,19,,,,,,,,,,,,blocked,,,,8481598,,,,-71,-15,D,312,left,,3,4,,OT,,1551,1188,15:06,04:54,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,,,,,,8476480,,,,,,,,,-31,-33,D,1607,left,,3,4,,OT,,1551,1190,15:12,04:48,525,takeaway
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-benches,,,,,,,,,,,684,left,,3,4,,OT,,1551,1192,15:16,04:44,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8476897,-69,22,O,1599,left,,3,4,,OT,,1551,1195,15:16,04:44,502,faceoff
,,,,,21,,,,,,,,,19,8476945,,,,,,,35,,,,,,,,8482737,wrist,,,-60,15,O,1604,left,,3,4,,OT,,1551,1196,15:18,04:42,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,685,left,,3,4,,OT,,1551,1197,15:20,04:40,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476897,,,,,,,,,8480289,-69,22,D,1605,left,,3,4,,OT,,1551,1198,15:20,04:40,502,faceoff
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-right,,,,8475799,wrist,,,62,37,O,356,left,,3,4,,OT,,1551,1200,15:45,04:15,507,missed-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,686,left,,3,4,,OT,,1551,1201,15:46,04:14,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476392,69,22,O,1609,left,,3,4,,OT,,1551,1204,15:46,04:14,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8479385,8480049,,,,,,,,,,,,,-84,-39,D,1617,left,,3,4,,OT,,1551,1205,16:10,03:50,503,hit
,,,,,,,,,,,,,,52,,,,,,8481598,8480049,,,,,,,,,,,,,-98,11,D,1620,left,,3,4,,OT,,1551,1207,16:16,03:44,503,hit
