details,details_assist1PlayerId,details_assist1PlayerTotal,details_assist2PlayerId,details_assist2PlayerTotal,details_awaySOG,details_awayScore,details_blockingPlayerId,details_committedByPlayerId,details_descKey,details_discreteClip,details_discreteClipFr,details_drawnByPlayerId,details_duration,details_eventOwnerTeamId,details_goalieInNetId,details_highlightClip,details_highlightClipFr,details_highlightClipSharingUrl,details_highlightClipSharingUrlFr,details_hitteePlayerId,details_hittingPlayerId,details_homeSOG,details_homeScore,details_losingPlayerId,details_playerId,details_reason,details_scoringPlayerId,details_scoringPlayerTotal,details_secondaryReason,details_shootingPlayerId,details_shotType,details_typeCode,details_winningPlayerId,details_xCoord,details_yCoord,details_zoneCode,eventId,homeTeamDefendingSide,periodDescriptor,periodDescriptor_maxRegulationPeriods,periodDescriptor_number,periodDescriptor_otPeriods,periodDescriptor_periodType,pptReplayUrl,situationCode,sortOrder,timeInPeriod,timeRemaining,typeCode,typeDescKey
,,,,,,,,,,,,,,,,,,,,,,,,,,skater-puck-frozen,,,,,,,,,,,687,left,,3,4,,OT,,1551,1211,17:05,02:55,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8475170,-69,-22,O,1618,left,,3,4,,OT,,1551,1214,17:05,02:55,502,faceoff
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,688,left,,3,4,,OT,,1551,1215,17:17,02:43,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8475170,-69,-22,O,1625,left,,3,4,,OT,,1551,1216,17:17,02:43,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8477938,8483516,,,,,,,,,,,,,-99,8,N,1635,left,,3,4,,OT,,1551,1217,17:26,02:34,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8480023,,,,,,,,,-95,4,O,1660,left,,3,4,,OT,,1551,1226,18:23,01:37,525,takeaway
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,high-and-wide-right,,,,8481598,slap,,,-26,-20,O,1637,left,,3,4,,OT,,1551,1227,18:26,01:34,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8479385,8477940,,,,,,,,,,,,,-87,35,D,1647,left,,3,4,,OT,,1551,1228,18:29,01:31,503,hit
,,,,,21,,,,,,,,,52,8476412,,,,,,,36,,,,,,,,8480145,slap,,,28,-31,O,1645,left,,3,4,,OT,,1551,1236,19:00,01:00,506,shot-on-goal
,,,,,,,,,,,,,,19,,,,,,8476331,8476889,,,,,,,,,,,,,-95,-22,N,1662,left,,3,4,,OT,,1551,1247,19:28,00:32,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,689,left,,3,4,,OT,,1551,1248,19:30,00:30,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8475170,-69,-22,O,1657,left,,3,4,,OT,,1551,1250,19:30,00:30,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8483516,8477938,,,,,,,,,,,,,-83,-37,O,1664,left,,3,4,,OT,,1551,1251,19:38,00:22,503,hit
,,,,,,,8480014,,,,,,,19,,,,,,,,,,,,blocked,,,,8475181,,,,-43,-24,D,1661,left,,3,4,,OT,,1551,1252,19:42,00:18,508,blocked-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,left,,3,4,,OT,,1551,1253,20:00,00:00,521,period-end
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668,right,,3,5,2,OT,,1551,1260,00:00,20:00,520,period-start
,,,,,,,,,,,,,,52,,,,,,,,,,8476889,,,,,,,,,8480289,0,0,N,1667,right,,3,5,2,OT,,1551,1261,00:00,20:00,502,faceoff
,,,,,22,,,,,,,,,19,8476945,,,,,,,36,,,,,,,,8479385,wrist,,,53,-21,O,1676,right,,3,5,2,OT,,1551,1269,00:38,19:22,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,,,,,,,,,695,right,,3,5,2,OT,,1551,1270,00:40,19:20,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476392,69,-22,D,1677,right,,3,5,2,OT,,1551,1272,00:40,19:20,502,faceoff
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-right,,,,8480023,wrist,,,56,15,O,1680,right,,3,5,2,OT,,1551,1273,00:51,19:09,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8479385,8480145,,,,,,,,,,,,,97,0,D,1692,right,,3,5,2,OT,,1551,1274,01:06,18:54,503,hit
,,,,,,,8482089,,,,,,,52,,,,,,,,,,,,blocked,,,,8477938,,,,-41,-33,D,1689,right,,3,5,2,OT,,1551,1281,01:30,18:30,508,blocked-shot
,,,,,22,,,,,,,,,52,8476412,,,,,,,37,,,,,,,,8476331,wrist,,,-28,18,O,1690,right,,3,5,2,OT,,1551,1282,01:34,18:26,506,shot-on-goal
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8482149,slap,,,-70,-22,O,1700,right,,3,5,2,OT,,1551,1292,02:08,17:52,507,missed-shot
,,,,,,,8474568,,,,,,,19,,,,,,,,,,,,blocked,,,,8479385,,,,77,20,D,1708,right,,3,5,2,OT,,1551,1299,02:27,17:33,508,blocked-shot
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8475181,tip-in,,,76,1,O,1710,right,,3,5,2,OT,,1551,1301,02:35,17:25,507,missed-shot
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-right,,,,8479293,wrist,,,-59,25,O,1712,right,,3,5,2,OT,,1551,1304,02:46,17:14,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8477402,8479293,,,,,,,,,,,,,-70,13,O,1729,right,,3,5,2,OT,,1551,1305,02:46,17:14,503,hit
,,,,,22,,,,,,,,,52,8476412,,,,,,,38,,,,,,,,8476331,wrist,,,-28,31,O,1714,right,,3,5,2,OT,,1551,1306,02:51,17:09,506,shot-on-goal
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-right,,,,8480145,wrist,,,-68,-31,O,1715,right,,3,5,2,OT,,1551,1307,02:55,17:05,507,missed-shot
,,,,,23,,,,,,,,,19,8476945,,,,,,,38,,,,,,,,8476892,wrist,,,33,-40,O,1725,right,,3,5,2,OT,,1551,1318,03:34,16:26,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,696,right,,3,5,2,OT,,1551,1319,03:36,16:24,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8475170,,,,,,,,,8480289,69,-22,D,1727,right,,3,5,2,OT,,1551,1322,03:36,16:24,502,faceoff
,,,,,23,,,,,,,,,52,8476412,,,,,,,39,,,,,,,,8476331,wrist,,,-37,16,O,1732,right,,3,5,2,OT,,1551,1323,03:56,16:04,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,697,right,,3,5,2,OT,,1551,1324,03:59,16:01,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8480023,-69,22,D,1733,right,,3,5,2,OT,,1551,1327,03:59,16:01,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8476480,8481598,,,,,,,,,,,,,-53,-39,N,1744,right,,3,5,2,OT,,1551,1328,04:14,15:46,503,hit
,,,,,,,8477940,,,,,,,19,,,,,,,,,,,,blocked,,,,8476897,,,,70,-18,D,1737,right,,3,5,2,OT,,1551,1329,04:20,15:40,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,8476892,8480113,,,,,,,,,,,,,-97,15,O,1756,right,,3,5,2,OT,,1551,1336,04:46,15:14,503,hit
,,,,,,,,,,,,,,19,,,,,,8476392,8477573,,,,,,,,,,,,,-5,40,N,1767,right,,3,5,2,OT,,1551,1339,05:04,14:56,503,hit
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8470600,wrist,,,39,11,O,1754,right,,3,5,2,OT,,1551,1348,05:39,14:21,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8479293,8482089,,,,,,,,,,,,,44,-40,N,1785,right,,3,5,2,OT,,1551,1352,05:54,14:06,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8481598,,,,,,,,,-47,32,D,1787,right,,3,5,2,OT,,1551,1360,06:15,13:45,504,giveaway
,,,,,,,,,,,,,,52,,,,,,,,,,,8480145,,,,,,,,,55,-21,D,1792,right,,3,5,2,OT,,1551,1361,06:28,13:32,525,takeaway
,,,,,,,,,,,,,,19,,,,,,8475799,8482089,,,,,,,,,,,,,-7,-39,N,1791,right,,3,5,2,OT,,1551,1364,06:33,13:27,503,hit
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8478472,tip-in,,,61,3,O,1777,right,,3,5,2,OT,,1551,1372,06:53,13:07,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8476331,8476897,,,,,,,,,,,,,93,27,N,1793,right,,3,5,2,OT,,1551,1373,06:56,13:04,503,hit
,,,,,,,,,,,,,,52,,,,,,,,,,,8476331,,,,,,,,,97,22,D,1794,right,,3,5,2,OT,,1551,1374,06:58,13:02,504,giveaway
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-right,,,,8482737,tip-in,,,72,12,O,1778,right,,3,5,2,OT,,1551,1375,06:58,13:02,507,missed-shot
,,,,,24,,,,,,,,,19,8476945,,,,,,,39,,,,,,,,8478472,backhand,,,59,-7,O,1781,right,,3,5,2,OT,,1551,1378,07:14,12:46,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,698,right,,3,5,2,OT,,1551,1379,07:16,12:44,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,69,-22,O,1782,right,,3,5,2,OT,,1551,1382,07:16,12:44,502,faceoff
,,,,,25,,,,,,,,,19,8476945,,,,,,,39,,,,,,,,8475753,wrist,,,42,-28,O,1788,right,,3,5,2,OT,,1551,1383,07:18,12:42,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,699,right,,3,5,2,OT,,1551,1384,07:20,12:40,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476392,69,-22,D,1789,right,,3,5,2,OT,,1551,1385,07:20,12:40,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8480023,8480113,,,,,,,,,,,,,10,38,N,1808,right,,3,5,2,OT,,1551,1388,07:50,12:10,503,hit
,,,,,,,,,,,,,,19,,,,,,8480145,8480281,,,,,,,,,,,,,-3,39,N,1824,right,,3,5,2,OT,,1551,1393,08:02,11:58,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8476892,,,,,,,,,-89,-34,D,1820,right,,3,5,2,OT,,1551,1395,08:11,11:49,504,giveaway
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-right,,,,8480049,wrist,,,-29,-39,O,1802,right,,3,5,2,OT,,1551,1396,08:11,11:49,507,missed-shot
,,,,,25,,,,,,,,,52,8476412,,,,,,,40,,,,,,,,8474568,slap,,,-43,35,O,1813,right,,3,5,2,OT,,1551,1406,08:50,11:10,506,shot-on-goal
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8477940,wrist,,,-74,-34,O,1814,right,,3,5,2,OT,,1551,1407,08:56,11:04,507,missed-shot
,,,,,25,,,,,,,,,52,8476412,,,,,,,41,,,,,,,,8482149,wrist,,,-59,33,O,1815,right,,3,5,2,OT,,1551,1408,09:18,10:42,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,,,,,,8477940,,,,,,,,,-34,-40,O,1837,right,,3,5,2,OT,,1551,1415,09:30,10:30,504,giveaway
,,,,,,,,,,,,,,52,,,,,,8475753,8476392,,,,,,,,,,,,,-90,32,O,1839,right,,3,5,2,OT,,1551,1416,09:31,10:29,503,hit
,,,,,,,,,,,,,,19,,,,,,8476331,8476897,,,,,,,,,,,,,79,40,N,1840,right,,3,5,2,OT,,1551,1418,09:41,10:19,503,hit
,,,,,,,,,,,,,,52,,,,,,8476892,8480289,,,,,,,,,,,,,-66,-39,O,1842,right,,3,5,2,OT,,1551,1429,10:25,09:35,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,ice-scrape,,,,,,,,700,right,,3,5,2,OT,,1551,1430,10:28,09:32,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,-69,-22,D,1835,right,,3,5,2,OT,,1551,1432,10:28,09:32,502,faceoff
,,,,,,,,,,,,,,19,,,,,,,,,,,8476892,,,,,,,,,-95,-29,D,1849,right,,3,5,2,OT,,1551,1433,10:32,09:28,504,giveaway
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-frozen,,,,,,,,,,,1451,right,,3,5,2,OT,,1551,1434,10:53,09:07,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476889,,,,,,,,,8480289,-69,22,O,1845,right,,3,5,2,OT,,1551,1437,10:53,09:07,502,faceoff
,,,,,,,8476889,,,,,,,52,,,,,,,,,,,,blocked,,,,8480145,,,,-65,14,D,1850,right,,3,5,2,OT,,1551,1438,10:55,09:05,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,8480281,8479293,,,,,,,,,,,,,94,-23,D,1860,right,,3,5,2,OT,,1551,1439,11:04,08:56,503,hit
,,,,,,,8479293,,,,,,,19,,,,,,,,,,,,blocked,,,,8475753,,,,69,-11,D,1851,right,,3,5,2,OT,,1551,1440,11:09,08:51,508,blocked-shot
,,,,,26,,,,,,,,,19,8476945,,,,,,,41,,,,,,,,8477573,tip-in,,,68,17,O,1853,right,,3,5,2,OT,,1551,1441,11:24,08:36,506,shot-on-goal
,,,,,,,,,,,,,,19,,,,,,8480145,8477573,,,,,,,,,,,,,72,40,N,1865,right,,3,5,2,OT,,1551,1442,11:28,08:32,503,hit
,,,,,,,,,,,,,,52,,,,,,,,,,,8480145,,,,,,,,,75,40,D,1864,right,,3,5,2,OT,,1551,1443,11:29,08:31,504,giveaway
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,1452,right,,3,5,2,OT,,1551,1450,11:47,08:13,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8480023,69,-22,O,1861,right,,3,5,2,OT,,1551,1452,11:47,08:13,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8479385,8476480,,,,,,,,,,,,,33,-42,D,1879,right,,3,5,2,OT,,1551,1457,12:11,07:49,503,hit
,,,,,,,,,,,,,,19,,,,,,8480014,8475753,,,,,,,,,,,,,80,38,N,1896,right,,3,5,2,OT,,1551,1459,12:23,07:37,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8480023,,,,,,,,,80,38,O,1890,right,,3,5,2,OT,,1551,1460,12:25,07:35,525,takeaway
,,,,,,,,,,,,,,19,,,,,,,,,,,8479385,,,,,,,,,60,13,O,1892,right,,3,5,2,OT,,1551,1461,12:29,07:31,504,giveaway
,,,,,,,,,,,,,,19,,,,,,,,,,,8476892,,,,,,,,,99,-19,O,1914,right,,3,5,2,OT,,1551,1470,13:04,06:56,504,giveaway
,,,,,,,,,,,,,,19,,,,,,8476392,8477573,,,,,,,,,,,,,95,0,N,1915,right,,3,5,2,OT,,1551,1481,13:28,06:32,503,hit
,,,,,,,8478472,,,,,,,52,,,,,,,,,,,,blocked,,,,8480049,,,,-52,-28,D,1891,right,,3,5,2,OT,,1551,1482,13:44,06:16,508,blocked-shot
,,,,,26,,,,,,,,,52,8476412,,,,,,,42,,,,,,,,8476392,tip-in,,,-81,-5,O,1895,right,,3,5,2,OT,,1551,1485,13:54,06:06,506,shot-on-goal
,,,,,,,8475764,,,,,,,52,,,,,,,,,,,,blocked,,,,8480113,,,,-81,0,D,903,right,,3,5,2,OT,,1551,1486,13:56,06:04,508,blocked-shot
,,,,,26,,,,,,,,,52,8476412,,,,,,,43,,,,,,,,8475799,slap,,,-58,-30,O,1905,right,,3,5,2,OT,,1551,1495,14:38,05:22,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,,,,,,8480289,,,,,,,,,-87,-37,O,1928,right,,3,5,2,OT,,1551,1504,15:02,04:58,504,giveaway
,,,,,,,8475764,,,,,,,52,,,,,,,,,,,,blocked,,,,8476392,,,,-75,18,D,1924,right,,3,5,2,OT,,1551,1514,15:43,04:17,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,,,,,,8480113,,,,,,,,,-77,39,O,1935,right,,3,5,2,OT,,1551,1515,15:48,04:12,525,takeaway
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,hit-right-post,,,,8480113,tip-in,,,-76,0,O,1927,right,,3,5,2,OT,,1551,1516,15:52,04:08,507,missed-shot
,8480145,4,8478398,8,,3,,,,6372354523112,6372353369112,,,52,8476412,6372354421112,6372351780112,https://nhl.com/video/stl-wpg-lowry-scores-goal-against-jordan-binnington-6372354421112,https://nhl.com/fr/video/stl-wpg-lowry-marque-un-but-contre-jordan-binnington-6372351780112,,,,4,,,,8476392,3,,,deflected,,,-80,0,O,1930,right,,3,5,2,OT,https://wsr.nhle.com/sprites/20242025/2024030157/ev1930.json,1551,1517,16:10,03:50,505,goal
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,right,,3,5,2,OT,,1551,1518,16:10,03:50,521,period-end
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457,right,,3,5,2,OT,,0660,1522,16:10,03:50,524,game-end
