unit,players,type,toi_sec,toi_min,gf,ga,sf,sa,xgf,xga,gf_pct,sf_pct,xgf_pct,team,complementarity,pass_links,pass_links_per60,chemistry_index
Hughes-Joseph,"['Hughes Quinn', 'Joseph Pierre-Olivier']",pairing,172,2.9,1,1,3,3,0.24,0.15,50.0,50.0,61.2,Vancouver Canucks,14735.666,0,0.0,
McNabb-Theodore,"['McNabb Brayden', 'Theodore Shea']",pairing,50204,836.7,56,47,458,437,28.86,25.28,54.4,51.2,53.3,Vegas Golden Knights,1709.817,319,22.87,-0.383
Andersson-Hanifin,"['Andersson Rasmus', 'Hanifin Noah']",pairing,30093,501.6,22,13,215,206,13.06,12.48,62.9,51.1,51.1,Vegas Golden Knights,3345.999,146,17.47,-0.366
Korczak-Lauzon,"['Korczak Kaedan', 'Lauzon Jeremy']",pairing,20847,347.4,26,32,247,204,15.04,11.84,44.8,54.8,56.0,Vegas Golden Knights,1672.719,102,17.61,-0.501
Hanifin-Whitecloud,"['Hanifin Noah', 'Whitecloud Zach']",pairing,18884,314.7,25,30,290,268,17.6,14.56,45.5,52.0,54.7,Vegas Golden Knights,5026.554,202,38.51,0.232
Hutton-Korczak,"['Hutton Ben', 'Korczak Kaedan']",pairing,13663,227.7,19,23,174,160,11.33,9.57,45.2,52.1,54.2,Vegas Golden Knights,2332.767,92,24.24,-0.302
Lauzon-Theodore,"['Lauzon Jeremy', 'Theodore Shea']",pairing,9555,159.2,9,4,80,54,4.85,2.72,69.2,59.7,64.1,Vegas Golden Knights,1755.198,68,25.62,-0.319
Hanifin-Korczak,"['Hanifin Noah', 'Korczak Kaedan']",pairing,9403,156.7,18,7,144,113,8.38,5.8,72.0,56.0,59.1,Vegas Golden Knights,2068.285,91,34.84,-0.092
Korczak-McNabb,"['Korczak Kaedan', 'McNabb Brayden']",pairing,9136,152.3,8,8,51,55,3.06,3.48,50.0,48.1,46.8,Vegas Golden Knights,1607.312,78,30.74,-0.219
Andersson-Lauzon,"['Andersson Rasmus', 'Lauzon Jeremy']",pairing,7906,131.8,15,14,60,67,3.86,4.22,51.7,47.2,47.8,Vegas Golden Knights,2863.433,23,10.47,-0.558
Hanifin-Hutton,"['Hanifin Noah', 'Hutton Ben']",pairing,6870,114.5,12,8,120,97,7.95,5.86,60.0,55.3,57.6,Vegas Golden Knights,2290.11,54,28.3,-0.216
Hutton-Whitecloud,"['Hutton Ben', 'Whitecloud Zach']",pairing,6308,105.1,2,2,50,52,2.69,2.44,50.0,49.0,52.5,Vegas Golden Knights,5634.314,53,30.25,0.102
Lauzon-Whitecloud,"['Lauzon Jeremy', 'Whitecloud Zach']",pairing,5420,90.3,5,5,64,60,3.92,3.17,50.0,51.6,55.2,Vegas Golden Knights,4035.098,27,17.93,-0.299
Coghlan-Hutton,"['Coghlan Dylan', 'Hutton Ben']",pairing,5115,85.2,3,4,29,33,2.15,1.76,42.9,46.8,54.9,Vegas Golden Knights,832.504,17,11.96,-0.693
Hanifin-Theodore,"['Hanifin Noah', 'Theodore Shea']",pairing,2804,46.7,1,2,5,10,0.31,0.73,33.3,33.3,29.8,Vegas Golden Knights,2093.097,36,46.22,0.159
Coghlan-Theodore,"['Coghlan Dylan', 'Theodore Shea']",pairing,2636,43.9,3,3,19,22,1.12,1.39,50.0,46.3,44.7,Vegas Golden Knights,781.003,0,0.0,-0.959
Andersson-Theodore,"['Andersson Rasmus', 'Theodore Shea']",pairing,2209,36.8,0,2,17,21,1.01,1.32,0.0,44.7,43.2,Vegas Golden Knights,3581.778,28,45.63,0.268
Coghlan-Lauzon,"['Coghlan Dylan', 'Lauzon Jeremy']",pairing,1936,32.3,0,0,8,4,0.46,0.22,,66.7,68.1,Vegas Golden Knights,597.533,0,0.0,-0.974
Coghlan-Hanifin,"['Coghlan Dylan', 'Hanifin Noah']",pairing,1907,31.8,1,1,14,14,0.8,0.9,50.0,50.0,47.1,Vegas Golden Knights,734.507,1,1.89,-0.921
Hutton-Theodore,"['Hutton Ben', 'Theodore Shea']",pairing,1823,30.4,2,1,8,6,0.54,0.49,66.7,57.1,52.2,Vegas Golden Knights,2433.316,11,21.72,-0.348
Coghlan-Korczak,"['Coghlan Dylan', 'Korczak Kaedan']",pairing,1558,26.0,0,0,1,1,0.15,0.07,,50.0,67.2,Vegas Golden Knights,751.712,0,0.0,
Hutton-Lauzon,"['Hutton Ben', 'Lauzon Jeremy']",pairing,1286,21.4,3,0,22,20,1.37,0.9,100.0,52.4,60.5,Vegas Golden Knights,1852.643,5,14.0,-0.565
Hanifin-McNabb,"['Hanifin Noah', 'McNabb Brayden']",pairing,1147,19.1,0,1,1,4,0.12,0.22,0.0,20.0,34.6,Vegas Golden Knights,1614.873,4,12.55,
McNabb-Whitecloud,"['McNabb Brayden', 'Whitecloud Zach']",pairing,1066,17.8,2,2,9,7,0.54,0.49,50.0,56.2,52.8,Vegas Golden Knights,3866.097,9,30.39,-0.041
Korczak-Theodore,"['Korczak Kaedan', 'Theodore Shea']",pairing,1055,17.6,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,2197.539,2,6.82,
Megna-Whitecloud,"['Megna Jaycob', 'Whitecloud Zach']",pairing,943,15.7,0,4,18,31,1.13,1.74,0.0,36.7,39.4,Vegas Golden Knights,4090.46,6,22.91,-0.186
Hanifin-Lauzon,"['Hanifin Noah', 'Lauzon Jeremy']",pairing,806,13.4,0,0,2,0,0.26,0.0,,100.0,100.0,Vegas Golden Knights,1653.676,4,17.87,
Lauzon-McNabb,"['Lauzon Jeremy', 'McNabb Brayden']",pairing,710,11.8,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,1270.777,6,30.42,
Andersson-McNabb,"['Andersson Rasmus', 'McNabb Brayden']",pairing,567,9.4,0,0,0,1,0.0,0.12,,0.0,0.0,Vegas Golden Knights,2810.092,1,6.35,
Korczak-Whitecloud,"['Korczak Kaedan', 'Whitecloud Zach']",pairing,514,8.6,1,0,9,8,0.81,0.44,100.0,52.9,64.9,Vegas Golden Knights,5087.142,1,7.0,-0.451
Andersson-Hutton,"['Andersson Rasmus', 'Hutton Ben']",pairing,512,8.5,0,0,2,1,0.09,0.09,,66.7,49.3,Vegas Golden Knights,3956.833,1,7.03,
Theodore-Whitecloud,"['Theodore Shea', 'Whitecloud Zach']",pairing,442,7.4,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,5335.577,1,8.14,
Coghlan-Davies,"['Coghlan Dylan', 'Davies Jeremy']",pairing,385,6.4,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,,9,84.16,
Hutton-McNabb,"['Hutton Ben', 'McNabb Brayden']",pairing,315,5.2,0,1,5,11,0.38,0.79,0.0,31.2,32.2,Vegas Golden Knights,1780.395,1,11.43,-0.627
Andersson-Coghlan,"['Andersson Rasmus', 'Coghlan Dylan']",pairing,275,4.6,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,1267.208,0,0.0,
Coghlan-McNabb,"['Coghlan Dylan', 'McNabb Brayden']",pairing,218,3.6,0,0,0,1,0.0,0.02,,0.0,0.0,Vegas Golden Knights,575.473,0,0.0,
Andersson-Korczak,"['Andersson Rasmus', 'Korczak Kaedan']",pairing,212,3.5,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,3573.829,1,16.98,
Hutton-Megna,"['Hutton Ben', 'Megna Jaycob']",pairing,124,2.1,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,1883.804,0,0.0,
Korczak-Megna,"['Korczak Kaedan', 'Megna Jaycob']",pairing,104,1.7,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,1700.664,0,0.0,
Coghlan-Megna,"['Coghlan Dylan', 'Megna Jaycob']",pairing,98,1.6,0,0,0,0,0.0,0.0,,,,Vegas Golden Knights,608.917,1,36.73,
Chychrun-Roy,"['Chychrun Jakob', 'Roy Matt']",pairing,26261,437.7,29,20,258,230,15.44,13.36,59.2,52.9,53.6,Washington Capitals,3524.288,239,32.76,-0.017
Sandin-van,"['Sandin Rasmus', 'van Riemsdyk Trevor']",pairing,13187,219.8,13,18,166,191,9.97,11.01,41.9,46.5,47.5,Washington Capitals,3144.992,94,25.66,-0.204
Chychrun-van,"['Chychrun Jakob', 'van Riemsdyk Trevor']",pairing,13055,217.6,11,11,131,151,7.6,8.73,50.0,46.5,46.5,Washington Capitals,3106.172,85,23.44,-0.255
Roy-Sandin,"['Roy Matt', 'Sandin Rasmus']",pairing,9977,166.3,14,9,98,98,6.02,6.08,60.9,50.0,49.8,Washington Capitals,3590.429,96,34.64,0.029
Carlson-Chychrun,"['Carlson John', 'Chychrun Jakob']",pairing,8070,134.5,8,11,80,68,4.79,4.08,42.1,54.1,54.0,Washington Capitals,6735.042,145,64.68,0.945
Carlson-Sandin,"['Carlson John', 'Sandin Rasmus']",pairing,5948,99.1,3,2,48,47,2.57,2.31,60.0,50.5,52.7,Washington Capitals,6816.442,62,37.53,0.358
Hutson-Roy,"['Hutson Cole', 'Roy Matt']",pairing,5177,86.3,7,3,72,60,4.18,3.25,70.0,54.5,56.3,Washington Capitals,3205.304,30,20.86,-0.303
Chychrun-Sandin,"['Chychrun Jakob', 'Sandin Rasmus']",pairing,5099,85.0,8,2,77,63,5.14,3.74,80.0,55.0,57.9,Washington Capitals,4255.728,49,34.6,0.083
Chisholm-van,"['Chisholm Declan', 'van Riemsdyk Trevor']",pairing,4634,77.2,7,6,40,32,2.56,1.81,53.8,55.6,58.6,Washington Capitals,1995.748,33,25.64,-0.299
Chisholm-Sandin,"['Chisholm Declan', 'Sandin Rasmus']",pairing,3973,66.2,2,1,22,29,1.76,2.08,66.7,43.1,45.9,Washington Capitals,2742.668,46,41.68,0.113
McIlrath-Sandin,"['McIlrath Dylan', 'Sandin Rasmus']",pairing,2807,46.8,9,0,52,52,3.31,3.33,100.0,50.0,49.9,Washington Capitals,1935.081,14,17.96,-0.471
Chisholm-Chychrun,"['Chisholm Declan', 'Chychrun Jakob']",pairing,2476,41.3,4,2,18,19,1.04,1.35,66.7,48.6,43.5,Washington Capitals,2694.667,19,27.63,-0.198
Chychrun-Liljegren,"['Chychrun Jakob', 'Liljegren Timothy']",pairing,1954,32.6,3,3,38,38,2.3,2.19,50.0,50.0,51.3,Washington Capitals,3908.091,8,14.74,-0.379
Carlson-Chisholm,"['Carlson John', 'Chisholm Declan']",pairing,1664,27.7,4,0,23,14,1.32,0.71,100.0,62.2,65.0,Washington Capitals,4335.223,16,34.62,0.09
Roy-van,"['Roy Matt', 'van Riemsdyk Trevor']",pairing,1271,21.2,0,0,6,4,0.28,0.08,,60.0,76.7,Washington Capitals,2611.101,9,25.49,-0.251
Chisholm-Roy,"['Chisholm Declan', 'Roy Matt']",pairing,1162,19.4,0,1,7,9,0.46,0.72,0.0,43.8,39.0,Washington Capitals,2201.542,10,30.98,-0.165
Carlson-Roy,"['Carlson John', 'Roy Matt']",pairing,1033,17.2,2,0,12,11,0.75,0.72,100.0,52.2,50.9,Washington Capitals,5673.91,3,10.45,-0.327
Chisholm-McIlrath,"['Chisholm Declan', 'McIlrath Dylan']",pairing,1020,17.0,2,0,14,13,1.03,0.52,100.0,51.9,66.5,Washington Capitals,1109.462,7,24.71,-0.392
McIlrath-Roy,"['McIlrath Dylan', 'Roy Matt']",pairing,913,15.2,0,4,11,20,0.44,1.29,0.0,35.5,25.6,Washington Capitals,1426.974,7,27.6,-0.303
McIlrath-van,"['McIlrath Dylan', 'van Riemsdyk Trevor']",pairing,673,11.2,4,1,7,5,0.43,0.32,80.0,58.3,57.4,Washington Capitals,1397.098,2,10.7,-0.674
Hutson-Sandin,"['Hutson Cole', 'Sandin Rasmus']",pairing,627,10.4,0,0,0,0,0.0,0.0,,,,Washington Capitals,3750.223,2,11.48,
Chychrun-McIlrath,"['Chychrun Jakob', 'McIlrath Dylan']",pairing,578,9.6,0,0,0,2,0.0,0.13,,0.0,0.0,Washington Capitals,1877.555,5,31.14,
Carlson-van,"['Carlson John', 'van Riemsdyk Trevor']",pairing,534,8.9,1,0,3,2,0.28,0.03,100.0,60.0,89.0,Washington Capitals,4977.714,2,13.48,
Hutson-van,"['Hutson Cole', 'van Riemsdyk Trevor']",pairing,332,5.5,0,0,4,2,0.33,0.06,,66.7,85.1,Washington Capitals,2745.888,2,21.69,
Chychrun-Hutson,"['Chychrun Jakob', 'Hutson Cole']",pairing,283,4.7,0,1,2,1,0.17,0.04,0.0,66.7,79.1,Washington Capitals,3721.11,5,63.6,
Iorio-McIlrath,"['Iorio Vincent', 'McIlrath Dylan']",pairing,242,4.0,2,2,5,3,0.22,0.14,50.0,62.5,61.6,Washington Capitals,11981.472,0,0.0,
Hutson-Liljegren,"['Hutson Cole', 'Liljegren Timothy']",pairing,130,2.2,0,0,4,2,0.13,0.05,,66.7,72.8,Washington Capitals,3495.205,0,0.0,
Liljegren-Sandin,"['Liljegren Timothy', 'Sandin Rasmus']",pairing,107,1.8,0,0,0,0,0.0,0.0,,,,Washington Capitals,3966.877,1,33.64,
Chisholm-Iorio,"['Chisholm Declan', 'Iorio Vincent']",pairing,94,1.6,0,0,0,0,0.0,0.0,,,,Washington Capitals,17395.851,0,0.0,
DeMelo-Morrissey,"['DeMelo Dylan', 'Morrissey Josh']",pairing,63296,1054.9,79,78,720,753,41.97,45.04,50.3,48.9,48.2,Winnipeg Jets,2615.887,595,33.84,-0.069
Pionk-Samberg,"['Pionk Neal', 'Samberg Dylan']",pairing,24843,414.1,26,27,228,239,13.37,14.91,49.1,48.8,47.3,Winnipeg Jets,3193.418,266,38.55,0.082
Salomonsson-Samberg,"['Salomonsson Elias', 'Samberg Dylan']",pairing,21997,366.6,15,22,178,183,10.61,10.26,40.5,49.3,50.8,Winnipeg Jets,2624.27,225,36.82,-0.003
Schenn-Stanley,"['Schenn Luke', 'Stanley Logan']",pairing,16206,270.1,14,17,154,174,8.95,10.99,45.2,47.0,44.9,Winnipeg Jets,2958.936,137,30.43,-0.115
Pionk-Stanley,"['Pionk Neal', 'Stanley Logan']",pairing,13362,222.7,20,13,166,179,10.68,10.19,60.6,48.1,51.2,Winnipeg Jets,3225.241,117,31.52,-0.069
DeMelo-Samberg,"['DeMelo Dylan', 'Samberg Dylan']",pairing,11141,185.7,8,9,94,84,5.17,4.85,47.1,52.8,51.6,Winnipeg Jets,3054.197,123,39.75,0.097
Morrissey-Pionk,"['Morrissey Josh', 'Pionk Neal']",pairing,10097,168.3,7,15,108,99,6.4,6.21,31.8,52.2,50.8,Winnipeg Jets,2694.319,119,42.43,0.125
DeMelo-Stanley,"['DeMelo Dylan', 'Stanley Logan']",pairing,7876,131.3,11,14,94,98,5.38,6.51,44.0,49.0,45.2,Winnipeg Jets,3096.534,64,29.25,-0.129
Bryson-Fleury,"['Bryson Jacob', 'Fleury Haydn']",pairing,6652,110.9,8,12,74,75,3.88,4.49,40.0,49.7,46.4,Winnipeg Jets,2699.323,69,37.34,0.015
Fleury-Schenn,"['Fleury Haydn', 'Schenn Luke']",pairing,6288,104.8,5,10,81,76,5.5,4.98,33.3,51.6,52.5,Winnipeg Jets,2062.666,33,18.89,-0.441
Miller-Stanley,"['Miller Colin', 'Stanley Logan']",pairing,5274,87.9,9,3,71,64,4.4,3.41,75.0,52.6,56.3,Winnipeg Jets,2961.892,57,38.91,0.071
Fleury-Pionk,"['Fleury Haydn', 'Pionk Neal']",pairing,4091,68.2,0,4,20,23,0.96,1.25,0.0,46.5,43.4,Winnipeg Jets,2245.283,36,31.68,-0.146
Samberg-Schenn,"['Samberg Dylan', 'Schenn Luke']",pairing,3921,65.3,1,5,26,16,1.61,1.24,16.7,61.9,56.6,Winnipeg Jets,2912.095,42,38.56,0.059
Morrissey-Stanley,"['Morrissey Josh', 'Stanley Logan']",pairing,3889,64.8,6,5,45,48,2.71,2.6,54.5,48.4,51.0,Winnipeg Jets,3041.899,27,24.99,-0.227
Morrissey-Salomonsson,"['Morrissey Josh', 'Salomonsson Elias']",pairing,3163,52.7,4,5,31,34,1.43,1.87,44.4,47.7,43.3,Winnipeg Jets,2225.271,46,52.36,0.304
DeMelo-Fleury,"['DeMelo Dylan', 'Fleury Haydn']",pairing,3124,52.1,0,0,8,5,0.51,0.19,,61.5,73.2,Winnipeg Jets,2157.535,29,33.42,-0.116
Miller-Samberg,"['Miller Colin', 'Samberg Dylan']",pairing,2741,45.7,1,0,10,16,0.45,0.61,100.0,38.5,42.1,Winnipeg Jets,2930.823,40,52.54,0.366
Morrissey-Samberg,"['Morrissey Josh', 'Samberg Dylan']",pairing,2708,45.1,1,1,2,2,0.15,0.12,50.0,50.0,55.9,Winnipeg Jets,3018.444,23,30.58,
Morrissey-Schenn,"['Morrissey Josh', 'Schenn Luke']",pairing,2687,44.8,2,2,30,25,1.65,1.28,50.0,54.5,56.4,Winnipeg Jets,2515.405,17,22.78,-0.318
Samberg-Stanley,"['Samberg Dylan', 'Stanley Logan']",pairing,2686,44.8,2,5,29,30,1.37,1.83,28.6,49.2,42.8,Winnipeg Jets,3521.107,22,29.49,-0.089
Salomonsson-Stanley,"['Salomonsson Elias', 'Stanley Logan']",pairing,2468,41.1,2,3,29,40,1.81,2.49,40.0,42.0,42.1,Winnipeg Jets,2653.821,14,20.42,-0.359
DeMelo-Pionk,"['DeMelo Dylan', 'Pionk Neal']",pairing,1893,31.6,1,1,3,3,0.35,0.23,50.0,50.0,60.5,Winnipeg Jets,2778.252,19,36.13,
Fleury-Salomonsson,"['Fleury Haydn', 'Salomonsson Elias']",pairing,1842,30.7,0,0,6,15,0.44,0.78,,28.6,36.1,Winnipeg Jets,1848.012,11,21.5,-0.401
Fleury-Miller,"['Fleury Haydn', 'Miller Colin']",pairing,1818,30.3,2,2,34,28,1.9,1.9,50.0,54.8,50.0,Winnipeg Jets,2062.24,10,19.8,-0.421
Heinola-Schenn,"['Heinola Ville', 'Schenn Luke']",pairing,1812,30.2,1,6,41,33,2.07,1.99,14.3,55.4,51.0,Winnipeg Jets,1945.735,6,11.92,-0.603
Fleury-Morrissey,"['Fleury Haydn', 'Morrissey Josh']",pairing,1608,26.8,2,0,3,3,0.18,0.19,100.0,50.0,49.0,Winnipeg Jets,2116.617,8,17.91,
Fleury-Stanley,"['Fleury Haydn', 'Stanley Logan']",pairing,1216,20.3,3,1,15,21,0.96,1.17,75.0,41.7,45.1,Winnipeg Jets,2494.15,3,8.88,-0.624
DeMelo-Schenn,"['DeMelo Dylan', 'Schenn Luke']",pairing,1216,20.3,0,2,8,13,0.66,0.58,0.0,38.1,52.9,Winnipeg Jets,2560.785,8,23.68,-0.295
Bryson-Samberg,"['Bryson Jacob', 'Samberg Dylan']",pairing,1171,19.5,0,0,3,4,0.24,0.25,,42.9,49.5,Winnipeg Jets,3822.76,7,21.52,
Miller-Morrissey,"['Miller Colin', 'Morrissey Josh']",pairing,1072,17.9,0,1,4,7,0.24,0.31,0.0,36.4,44.3,Winnipeg Jets,2478.877,10,33.58,-0.086
Fleury-Samberg,"['Fleury Haydn', 'Samberg Dylan']",pairing,997,16.6,0,0,3,6,0.12,0.5,,33.3,19.3,Winnipeg Jets,2456.155,11,39.72,0.047
Bryson-Salomonsson,"['Bryson Jacob', 'Salomonsson Elias']",pairing,940,15.7,1,2,11,21,0.84,1.18,33.3,34.4,41.8,Winnipeg Jets,2861.501,5,19.15,-0.369
Bryson-Morrissey,"['Bryson Jacob', 'Morrissey Josh']",pairing,898,15.0,3,1,13,5,0.85,0.24,75.0,72.2,77.9,Winnipeg Jets,3269.773,5,20.04,-0.316
Heinola-Stanley,"['Heinola Ville', 'Stanley Logan']",pairing,858,14.3,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2352.664,0,0.0,
Bryson-DeMelo,"['Bryson Jacob', 'DeMelo Dylan']",pairing,774,12.9,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,3346.536,10,46.51,
Pionk-Schenn,"['Pionk Neal', 'Schenn Luke']",pairing,708,11.8,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2667.089,1,5.08,
Fleury-Heinola,"['Fleury Haydn', 'Heinola Ville']",pairing,693,11.6,0,0,1,3,0.06,0.11,,25.0,33.1,Winnipeg Jets,1640.952,7,36.36,
Miller-Schenn,"['Miller Colin', 'Schenn Luke']",pairing,553,9.2,1,0,4,1,0.21,0.06,100.0,80.0,77.5,Winnipeg Jets,2449.336,1,6.51,
Heinola-Miller,"['Heinola Ville', 'Miller Colin']",pairing,466,7.8,0,1,2,6,0.08,0.53,0.0,25.0,13.7,Winnipeg Jets,1956.718,7,54.08,0.319
DeMelo-Salomonsson,"['DeMelo Dylan', 'Salomonsson Elias']",pairing,430,7.2,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2288.302,4,33.49,
Heinola-Samberg,"['Heinola Ville', 'Samberg Dylan']",pairing,420,7.0,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2309.589,5,42.86,
DeMelo-Miller,"['DeMelo Dylan', 'Miller Colin']",pairing,399,6.7,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2552.65,5,45.11,
Bryson-Heinola,"['Bryson Jacob', 'Heinola Ville']",pairing,257,4.3,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2553.266,2,28.02,
Bryson-Pionk,"['Bryson Jacob', 'Pionk Neal']",pairing,239,4.0,0,0,5,0,0.23,0.0,,100.0,100.0,Winnipeg Jets,3473.642,1,15.06,
Heinola-Salomonsson,"['Heinola Ville', 'Salomonsson Elias']",pairing,224,3.7,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,1752.218,1,16.07,
DeMelo-Heinola,"['DeMelo Dylan', 'Heinola Ville']",pairing,220,3.7,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2040.035,5,81.82,
Salomonsson-Schenn,"['Salomonsson Elias', 'Schenn Luke']",pairing,192,3.2,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2194.595,0,0.0,
Pionk-Salomonsson,"['Pionk Neal', 'Salomonsson Elias']",pairing,178,3.0,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2368.079,1,20.22,
Heinola-Morrissey,"['Heinola Ville', 'Morrissey Josh']",pairing,116,1.9,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2014.404,2,62.07,
Miller-Pionk,"['Miller Colin', 'Pionk Neal']",pairing,114,1.9,0,0,0,0,0.0,0.0,,,,Winnipeg Jets,2639.301,0,0.0,
